ID,Name,Height,Weight,Age,Sex,Profession,Salary
14662,Беспаловa Евгения,160.0,52.0,61,ж,программист,106000
14663,Иванковa Виктория,171.0,50.0,40,ж,инженер,115000
14664,Максимовa Вита,177.0,41.0,26,ж,инженер,380000
14665,Назаровa Макария,,72.0,30,ж,инженер,33000
14666,Хохловa Магдалина,161.0,76.0,75,ж,студент,251000
14667,Шиловa Прасковья,173.0,56.0,80,ж,преподаватель,319000
14668,Андреевa Нина,167.0,79.0,81,ж,врач,490000
14669,Блиновa Роза,168.0,56.0,36,ж,преподаватель,145000
14670,Шубинa Марта,,40.0,30,ж,врач,85000
14671,Некрасовa Ляля,162.0,65.0,51,ж,продавец,490000
14672,Сафоновa Марианна,180.0,60.0,22,ж,автослесарь,478000
14673,Козловa Дарина,,60.0,65,ж,врач,77000
14674,Волковa Эльза,155.0,51.0,45,ж,продавец,287000
14675,Исаковa Эвелина,184.0,75.0,82,ж,инженер,176000
14676,Елисеевa Лия,158.0,75.0,22,ж,бухгалтер,130000
14677,Антоновa Радмила,165.0,68.0,63,ж,автослесарь,58000
14678,Медведевa Октябрина,161.0,67.0,41,ж,бухгалтер,77000
14679,Якушевa Клара,169.0,71.0,26,ж,продавец,390000
14680,Крюковa Роза,171.0,64.0,62,ж,сантехник,448000
14681,Никоновa Василина,176.0,57.0,47,ж,бухгалтер,33000
14682,Стрелковa Агафья,184.0,60.0,58,ж,бухгалтер,56000
14683,Пономарёвa Павлина,172.0,43.0,77,ж,продавец,315000
14684,Коноваловa Снежана,161.0,44.0,35,ж,продавец,36000
14685,Крыловa Анжела,173.0,68.0,68,ж,автослесарь,294000
14686,Ермаковa Евдокия,156.0,70.0,88,ж,инженер,51000
14687,Доронинa Эмилия,171.0,74.0,57,ж,врач,436000
14688,Новиковa Янина,182.0,58.0,52,ж,преподаватель,478000
14689,Кирилловa Нора,175.0,44.0,20,ж,студент,416000
14690,Мышкинa Роза,176.0,62.0,73,ж,врач,26000
14691,Лаврентьевa Ада,,60.0,79,ж,преподаватель,461000
14692,Афанасьевa Изабелла,169.0,47.0,41,ж,студент,383000
14693,Козловa София,157.0,74.0,19,ж,сантехник,258000
14694,Бобровa Агнесса,155.0,55.0,88,ж,продавец,457000
14695,Котовa Марфа,167.0,72.0,55,ж,преподаватель,254000
14696,Смирновa Римма,169.0,67.0,44,ж,преподаватель,113000
14697,Назаровa Русалина,168.0,68.0,66,ж,программист,301000
14698,Стрелковa Наталья,155.0,46.0,76,ж,программист,111000
14699,Горбуновa Эдита,174.0,66.0,71,ж,врач,446000
14700,Ждановa Клара,164.0,51.0,68,ж,инженер,148000
14701,Сафоновa Марта,179.0,47.0,37,ж,автослесарь,467000
14702,Горбачёвa Галина,161.0,60.0,18,ж,бухгалтер,203000
14703,Носковa Анна,171.0,47.0,52,ж,программист,279000
14704,Овчинниковa Раиса,174.0,74.0,41,ж,инженер,111000
14705,Дементьевa Вероника,162.0,49.0,64,ж,автослесарь,88000
14706,Комаровa Янина,158.0,52.0,69,ж,сантехник,191000
14707,Коноваловa Маргарита,182.0,50.0,33,ж,сантехник,190000
14708,Гуляевa Полина,160.0,76.0,48,ж,автослесарь,91000
14709,Богдановa Иветта,172.0,78.0,75,ж,продавец,36000
14710,Лобановa Виталина,162.0,55.0,46,ж,инженер,104000
14711,Зиминa Марина,158.0,71.0,39,ж,программист,176000
14712,Симоновa Эрика/div>,164.0,52.0,40,ж,инженер,220000
14713,Большаковa Радмила,,59.0,76,ж,автослесарь,143000
14714,Волковa Софья,177.0,70.0,87,ж,автослесарь,351000
14715,Кононовa Илга,159.0,57.0,23,ж,врач,48000
14716,Нестеровa Надежда,180.0,76.0,55,ж,инженер,435000
14717,Михеевa Юлия,174.0,43.0,44,ж,преподаватель,497000
14718,Королёвa Марина,172.0,40.0,20,ж,программист,417000
14719,Брагинa Нора,175.0,75.0,74,ж,врач,119000
14720,Князевa Маргарита,155.0,63.0,81,ж,программист,249000
14721,Ильинa Роксана,155.0,49.0,74,ж,инженер,473000
14722,Фроловa Александра,180.0,64.0,58,ж,сантехник,152000
14723,Бобровa Лолита,174.0,78.0,86,ж,преподаватель,184000
14724,Одинцовa Магдалина,166.0,71.0,75,ж,преподаватель,110000
14725,Петровa Зоя,156.0,70.0,59,ж,продавец,277000
14726,Евдокимовa Нора,,52.0,68,ж,продавец,86000
14727,Голубевa Роза,167.0,52.0,80,ж,преподаватель,323000
14728,Морозовa Майя,155.0,62.0,23,ж,бухгалтер,274000
14729,Иванковa Ангелина,165.0,52.0,89,ж,бухгалтер,387000
14730,Гурьевa Клавдия,171.0,47.0,57,ж,инженер,195000
14731,Зайцевa Мирослава,161.0,79.0,48,ж,бухгалтер,396000
14732,Денисовa Марта,169.0,60.0,68,ж,продавец,282000
14733,Сидоровa Раяна,168.0,59.0,63,ж,преподаватель,13000
14734,Андреевa Богдана,174.0,46.0,54,ж,студент,114000
14735,Пономарёвa Мира,155.0,64.0,48,ж,преподаватель,427000
14736,Сергеевa Марианна,167.0,41.0,82,ж,программист,234000
14737,Шашковa Клара,162.0,63.0,64,ж,врач,472000
14738,Некрасовa Лера,184.0,73.0,74,ж,инженер,463000
14739,Сафоновa Юлия,,42.0,56,ж,продавец,356000
14740,Сазоновa Дина,170.0,59.0,40,ж,программист,55000
14741,Беляевa Диана,164.0,62.0,72,ж,продавец,84000
14742,Дементьевa Марта,172.0,79.0,87,ж,автослесарь,469000
14743,Суворовa Прасковья,167.0,67.0,20,ж,автослесарь,87000
14744,Шиловa Аделия,160.0,49.0,42,ж,программист,260000
14745,Анисимовa Стефания,180.0,50.0,20,ж,врач,494000
14746,Евсеевa Жанна,179.0,69.0,43,ж,студент,424000
14747,Беляковa Цветана,173.0,51.0,39,ж,врач,474000
14748,Наумовa Есения,,67.0,46,ж,преподаватель,16000
14749,Мартыновa Юлиана,155.0,48.0,64,ж,врач,175000
14750,Афанасьевa Стефания,181.0,43.0,24,ж,сантехник,231000
14751,Лыткинa Любовь,173.0,42.0,77,ж,преподаватель,401000
14752,Вороновa Дора,173.0,45.0,50,ж,сантехник,160000
14753,Харитоновa Евдокия,177.0,75.0,88,ж,сантехник,486000
14754,Мухинa Елизавета,166.0,52.0,68,ж,бухгалтер,456000
14755,Петуховa Элина,165.0,64.0,58,ж,бухгалтер,415000
14756,Рыбаковa Аполлинария,163.0,50.0,80,ж,студент,195000
14757,Петровa Акулина,172.0,73.0,36,ж,автослесарь,297000
14758,Бобылёвa Дарина,173.0,78.0,22,ж,сантехник,376000
14759,Ширяевa Устинья,164.0,45.0,27,ж,сантехник,349000
14760,Андреевa Стелла,178.0,73.0,31,ж,студент,251000
14761,Трофимовa Светлана,178.0,64.0,71,ж,студент,344000
14762,Павловa Прасковья,161.0,76.0,38,ж,студент,458000
14763,Даниловa Калерия,180.0,79.0,21,ж,студент,67000
14764,Сорокинa Рита,176.0,64.0,85,ж,сантехник,349000
14765,Крыловa Анжелика,,69.0,71,ж,сантехник,368000
14766,Беляковa Виталина,177.0,43.0,44,ж,студент,454000
14767,Потаповa Зоя,165.0,43.0,24,ж,бухгалтер,475000
14768,Захаровa Рада,159.0,72.0,27,ж,автослесарь,230000
14769,Алексеевa Милана,180.0,59.0,77,ж,врач,451000
14770,Новиковa Вилена,180.0,41.0,68,ж,врач,27000
14771,Хохловa Вера,166.0,70.0,61,ж,инженер,242000
14772,Лобановa Рената,182.0,72.0,26,ж,преподаватель,143000
14773,Коноваловa Рада,160.0,71.0,83,ж,врач,498000
14774,Силинa Каролина,173.0,61.0,63,ж,автослесарь,345000
14775,Суворовa Раяна,178.0,79.0,71,ж,программист,129000
14776,Сазоновa Екатерина,170.0,54.0,29,ж,продавец,333000
14777,Исаевa Викторина,162.0,47.0,26,ж,преподаватель,118000
14778,Дроздовa Платонида,179.0,78.0,35,ж,преподаватель,265000
14779,Титовa Лика,163.0,79.0,52,ж,врач,382000
14780,Носовa Злата,182.0,46.0,50,ж,инженер,300000
14781,Колобовa Виталина,164.0,44.0,79,ж,инженер,323000
14782,Соколовa Римма,179.0,69.0,70,ж,врач,429000
14783,Михайловa Мария,170.0,65.0,69,ж,сантехник,138000
14784,Мартыновa Камилла,171.0,60.0,66,ж,врач,257000
14785,Кулагинa Викторина,169.0,52.0,41,ж,бухгалтер,455000
14786,Зиновьевa Лада,184.0,59.0,72,ж,продавец,194000
14787,Хохловa Анна,161.0,44.0,35,ж,сантехник,398000
14788,Макаровa Виола,159.0,61.0,37,ж,бухгалтер,184000
14789,Вишняковa Мирра,183.0,55.0,66,ж,продавец,433000
14790,Логиновa Нинель,160.0,58.0,21,ж,преподаватель,62000
14791,Фокинa Ираида,160.0,45.0,71,ж,студент,248000
14792,Медведевa Эрика/div>,169.0,52.0,38,ж,сантехник,323000
14793,Голубевa Агнесса,181.0,44.0,60,ж,программист,196000
14794,Марковa Ева,160.0,75.0,86,ж,инженер,213000
14795,Бобылёвa Кира,179.0,44.0,41,ж,студент,138000
14796,Дроздовa Тамила,181.0,76.0,48,ж,продавец,324000
14797,Михайловa Русалина,172.0,77.0,74,ж,врач,368000
14798,Борисовa Марьяна,167.0,48.0,53,ж,студент,450000
14799,Петровa Стефания,170.0,77.0,59,ж,бухгалтер,57000
14800,Авдеевa Зинаида,179.0,40.0,23,ж,преподаватель,485000
14801,Куликовa Милада,179.0,54.0,67,ж,сантехник,113000
14802,Селезнёвa Гертруда,164.0,79.0,47,ж,сантехник,248000
14803,Карповa Акулина,169.0,77.0,40,ж,автослесарь,420000
14804,Мышкинa Виолетта,,43.0,67,ж,врач,236000
14805,Королёвa Мирослава,157.0,50.0,87,ж,инженер,485000
14806,Кошелевa Марианна,165.0,74.0,89,ж,преподаватель,475000
14807,Лапинa Яна,,51.0,24,ж,бухгалтер,28000
14808,Юдинa Анфиса,177.0,41.0,36,ж,автослесарь,383000
14809,Самойловa Марта,183.0,64.0,36,ж,врач,366000
14810,Кузьминa Агата,169.0,45.0,32,ж,продавец,194000
14811,Щербаковa Мария,164.0,75.0,87,ж,инженер,104000
14812,Веселовa Альбина,163.0,63.0,50,ж,преподаватель,253000
14813,Брагинa Аделина,184.0,65.0,86,ж,сантехник,443000
14814,Назаровa Аксинья,166.0,63.0,77,ж,продавец,304000
14815,Лихачёвa Руслана,173.0,40.0,39,ж,врач,289000
14816,Федотовa Таисия,178.0,70.0,54,ж,автослесарь,366000
14817,Мамонтовa Вита,,58.0,70,ж,программист,44000
14818,Романовa Гертруда,155.0,49.0,44,ж,программист,352000
14819,Хохловa Регина,168.0,52.0,73,ж,врач,192000
14820,Никоновa Людмила,165.0,74.0,76,ж,программист,386000
14821,Волковa Дарья,159.0,40.0,80,ж,сантехник,130000
14822,Терентьевa Зоряна,170.0,51.0,24,ж,бухгалтер,255000
14823,Якушевa Алёна,169.0,44.0,77,ж,продавец,205000
14824,Уваровa Авдотья,181.0,56.0,31,ж,преподаватель,88000
14825,Яковлевa Олеся,159.0,50.0,43,ж,студент,69000
14826,Мясниковa Регина,175.0,57.0,59,ж,студент,439000
14827,Ивановa Александра,169.0,75.0,47,ж,врач,160000
14828,Антоновa Илона,156.0,74.0,66,ж,продавец,214000
14829,Белозёровa Роксана,158.0,56.0,49,ж,программист,462000
14830,Пестовa Милана,172.0,64.0,28,ж,сантехник,337000
14831,Журавлёвa Клара,,75.0,60,ж,преподаватель,228000
14832,Колесниковa Аврора,178.0,45.0,63,ж,врач,465000
14833,Комиссаровa Ева,174.0,52.0,26,ж,преподаватель,273000
14834,Колобовa Луиза,169.0,52.0,48,ж,бухгалтер,391000
14835,Афанасьевa Галина,167.0,78.0,82,ж,врач,299000
14836,Сухановa Эвелина,166.0,58.0,35,ж,бухгалтер,33000
14837,Терентьевa Анисья,180.0,48.0,77,ж,сантехник,326000
14838,Зыковa Глафира,,48.0,35,ж,врач,293000
14839,Кабановa Карина,164.0,48.0,63,ж,врач,369000
14840,Ершовa Мирослава,166.0,58.0,88,ж,бухгалтер,497000
14841,Денисовa Зоряна,155.0,43.0,45,ж,сантехник,447000
14842,Кудряшовa Агафия,159.0,49.0,79,ж,инженер,201000
14843,Марковa Динара,179.0,45.0,42,ж,врач,474000
14844,Наумовa Регина,174.0,66.0,54,ж,продавец,249000
14845,Борисовa Бронислава,160.0,51.0,79,ж,врач,445000
14846,Русаковa Алиса,164.0,44.0,73,ж,бухгалтер,25000
14847,Моисеевa Лина,175.0,75.0,33,ж,сантехник,12000
14848,Степановa Любовь,163.0,48.0,58,ж,программист,345000
14849,Красильниковa Тамила,171.0,63.0,18,ж,врач,271000
14850,Ларионовa Ольга,162.0,66.0,66,ж,врач,463000
14851,Зыковa Клавдия,183.0,52.0,44,ж,автослесарь,23000
14852,Игнатьевa Элина,181.0,73.0,54,ж,врач,93000
14853,Блиновa Ванда,158.0,42.0,20,ж,сантехник,33000
14854,Фокинa Юния,182.0,43.0,46,ж,инженер,268000
14855,Кабановa Эдита,181.0,74.0,77,ж,студент,149000
14856,Зиновьевa Рита,164.0,61.0,57,ж,преподаватель,376000
14857,Герасимовa Влада,161.0,56.0,77,ж,сантехник,329000
14858,Назаровa Марианна,184.0,57.0,84,ж,автослесарь,264000
14859,Ивановa Динара,168.0,50.0,89,ж,врач,94000
14860,Носковa Елена,170.0,60.0,66,ж,инженер,172000
14861,Брагинa Марина,177.0,75.0,88,ж,продавец,288000
14862,Денисовa Ираида,,72.0,19,ж,врач,498000
14863,Бирюковa Валерия,170.0,42.0,55,ж,автослесарь,347000
14864,Лаврентьевa Амелия,179.0,51.0,78,ж,бухгалтер,50000
14865,Шашковa Раяна,177.0,53.0,69,ж,сантехник,374000
14866,Мишинa Амелия,176.0,53.0,83,ж,преподаватель,58000
14867,Буровa Амелия,157.0,63.0,63,ж,продавец,344000
14868,Масловa Лидия,176.0,52.0,64,ж,врач,179000
14869,Кузнецовa Пелагея,184.0,44.0,32,ж,врач,109000
14870,Моисеевa Лика,175.0,68.0,52,ж,продавец,57000
14871,Филатовa Марина,165.0,70.0,84,ж,студент,354000
14872,Барановa Надежда,178.0,72.0,21,ж,студент,74000
14873,Зиминa Аделаида,159.0,46.0,60,ж,сантехник,127000
14874,Емельяновa Виола,,60.0,80,ж,автослесарь,374000
14875,Фроловa Милада,155.0,53.0,84,ж,инженер,19000
14876,Журавлёвa Мария,182.0,54.0,20,ж,инженер,211000
14877,Карповa Василиса,,49.0,26,ж,инженер,419000
14878,Евсеевa Прасковья,184.0,52.0,55,ж,бухгалтер,207000
14879,Колобовa Дина,162.0,60.0,52,ж,автослесарь,478000
14880,Беляковa Софья,,73.0,36,ж,автослесарь,133000
14881,Фоминa Есения,177.0,51.0,34,ж,преподаватель,283000
14882,Логиновa Аделаида,166.0,73.0,48,ж,врач,462000
14883,Комиссаровa Лидия,161.0,75.0,22,ж,бухгалтер,73000
14884,Савельевa Ольга,177.0,54.0,71,ж,преподаватель,132000
14885,Филатовa Агния,177.0,77.0,49,ж,преподаватель,307000
14886,Ситниковa Кристина,176.0,44.0,69,ж,автослесарь,473000
14887,Голубевa Кристина,168.0,74.0,30,ж,автослесарь,433000
14888,Соболевa Дарина,157.0,54.0,70,ж,преподаватель,450000
14889,Гуляевa Раяна,163.0,58.0,57,ж,бухгалтер,293000
14890,Михеевa Фаина,159.0,75.0,37,ж,врач,52000
14891,Лаврентьевa Регина,184.0,56.0,88,ж,автослесарь,438000
14892,Пановa Серафима,174.0,53.0,81,ж,автослесарь,306000
14893,Тихоновa Божена,160.0,77.0,59,ж,студент,334000
14894,Куликовa Раиса,180.0,52.0,28,ж,программист,469000
14895,Родионовa Янина,165.0,62.0,31,ж,преподаватель,14000
14896,Субботинa Есения,166.0,69.0,86,ж,бухгалтер,448000
14897,Мельниковa Лина,175.0,74.0,33,ж,студент,68000
14898,Константиновa Вита,173.0,53.0,36,ж,автослесарь,249000
14899,Ефимовa Клара,,61.0,39,ж,программист,423000
14900,Фроловa Лада,167.0,40.0,56,ж,врач,128000
14901,Поповa Людмила,170.0,78.0,89,ж,сантехник,228000
14902,Рожковa Василина,168.0,76.0,58,ж,бухгалтер,179000
14903,Носковa Надежда,159.0,76.0,66,ж,студент,172000
14904,Сысоевa Римма,157.0,78.0,82,ж,преподаватель,263000
14905,Гордеевa Зоя,169.0,45.0,87,ж,сантехник,17000
14906,Горшковa Элина,160.0,67.0,65,ж,сантехник,273000
14907,Королёвa Янина,178.0,47.0,81,ж,автослесарь,323000
14908,Андреевa Римма,164.0,77.0,35,ж,бухгалтер,66000
14909,Муравьёвa Магдалина,,42.0,87,ж,программист,57000
14910,Емельяновa Нина,,73.0,27,ж,продавец,252000
14911,Комаровa Жанна,158.0,76.0,40,ж,врач,353000
14912,Терентьевa Викторина,158.0,57.0,89,ж,врач,365000
14913,Горбачёвa Роза,175.0,78.0,45,ж,бухгалтер,169000
14914,Шиловa Клара,175.0,73.0,57,ж,преподаватель,253000
14915,Антоновa Венера,158.0,67.0,84,ж,преподаватель,165000
14916,Крыловa Юлия,158.0,42.0,18,ж,инженер,447000
14917,Моисеевa Лия,180.0,72.0,36,ж,врач,324000
14918,Егоровa Клавдия,164.0,61.0,43,ж,сантехник,369000
14919,Шаровa Павлина,163.0,76.0,23,ж,инженер,70000
14920,Даниловa Акулина,175.0,40.0,59,ж,бухгалтер,346000
14921,Филатовa Эльза,170.0,46.0,73,ж,бухгалтер,381000
14922,Сазоновa Галина,184.0,77.0,62,ж,автослесарь,172000
14923,Семёновa Вероника,161.0,51.0,35,ж,автослесарь,213000
14924,Ефремовa Дарина,163.0,56.0,41,ж,программист,50000
14925,Голубевa Дарина,161.0,60.0,36,ж,инженер,469000
14926,Максимовa Валентина,175.0,75.0,55,ж,бухгалтер,274000
14927,Кузьминa Милена,171.0,52.0,52,ж,автослесарь,294000
14928,Самсоновa Виталия,182.0,61.0,20,ж,продавец,328000
14929,Кулагинa Зоя,171.0,43.0,55,ж,программист,288000
14930,Костинa Ольга,174.0,76.0,52,ж,студент,329000
14931,Денисовa Ада,157.0,67.0,88,ж,студент,192000
14932,Дроздовa Гертруда,172.0,40.0,42,ж,программист,261000
14933,Молчановa Таисия,177.0,55.0,83,ж,студент,64000
14934,Юдинa Эльза,168.0,70.0,21,ж,продавец,64000
14935,Пономарёвa Роксана,184.0,45.0,73,ж,автослесарь,140000
14936,Николаевa Магдалена,159.0,57.0,45,ж,программист,467000
14937,Игнатьевa Лада,156.0,64.0,42,ж,программист,467000
14938,Копыловa Зинаида,173.0,60.0,47,ж,инженер,399000
14939,Сафоновa Дария,159.0,53.0,88,ж,продавец,160000
14940,Воронцовa Екатерина,182.0,48.0,68,ж,автослесарь,287000
14941,Емельяновa Ольга,,73.0,30,ж,инженер,474000
14942,Зыковa Павлина,171.0,51.0,69,ж,продавец,122000
14943,Рожковa Надежда,173.0,51.0,51,ж,преподаватель,260000
14944,Медведевa Александра,182.0,66.0,43,ж,автослесарь,390000
14945,Кондратьевa Марфа,165.0,47.0,31,ж,продавец,231000
14946,Мясниковa Сабина,171.0,42.0,48,ж,студент,437000
14947,Осиповa Маргарита,,58.0,51,ж,программист,426000
14948,Хохловa Софья,169.0,77.0,63,ж,программист,498000
14949,Дорофеевa Ярослава,162.0,49.0,43,ж,бухгалтер,101000
14950,Журавлёвa Виталия,163.0,71.0,19,ж,бухгалтер,447000
14951,Крыловa Агата,184.0,75.0,58,ж,врач,398000
14952,Егоровa Мария,169.0,66.0,35,ж,преподаватель,148000
14953,Сергеевa Эльза,155.0,75.0,40,ж,студент,31000
14954,Кирилловa Владислава,182.0,49.0,57,ж,преподаватель,245000
14955,Суворовa Ксения,162.0,76.0,61,ж,инженер,48000
14956,Савельевa Дарина,155.0,64.0,86,ж,бухгалтер,389000
14957,Субботинa Алла,166.0,75.0,67,ж,программист,237000
14958,Степановa Алёна,163.0,44.0,30,ж,продавец,265000
14959,Макаровa Александра,156.0,76.0,53,ж,студент,286000
14960,Кирилловa Олеся,175.0,72.0,34,ж,врач,279000
14961,Корниловa Алина,163.0,68.0,66,ж,врач,99000
14962,Молчановa Галина,157.0,72.0,59,ж,врач,268000
14963,Гусевa Нинель,167.0,70.0,61,ж,преподаватель,252000
14964,Зыковa Эмилия,183.0,49.0,29,ж,преподаватель,271000
14965,Архиповa Милана,180.0,43.0,55,ж,продавец,66000
14966,Князевa Оксана,183.0,58.0,69,ж,автослесарь,60000
14967,Тимофеевa Цагана,160.0,65.0,39,ж,бухгалтер,413000
14968,Петровa Зоя,161.0,51.0,28,ж,сантехник,322000
14969,Гордеевa Рита,171.0,40.0,75,ж,сантехник,21000
14970,Ширяевa Вера,175.0,66.0,75,ж,сантехник,89000
14971,Якушевa Любовь,183.0,44.0,24,ж,преподаватель,84000
14972,Бирюковa Эдита,169.0,55.0,79,ж,программист,99000
14973,Шиловa Магдалена,181.0,69.0,37,ж,бухгалтер,364000
14974,Афанасьевa Василина,167.0,54.0,46,ж,бухгалтер,115000
14975,Овчинниковa Вера,177.0,53.0,69,ж,сантехник,105000
14976,Мамонтовa Аделаида,164.0,75.0,88,ж,студент,378000
14977,Гордеевa Елизавета,157.0,51.0,31,ж,программист,46000
14978,Горбачёвa Нелли,184.0,42.0,71,ж,автослесарь,231000
14979,Голубевa Дина,167.0,51.0,60,ж,программист,58000
14980,Гавриловa Дарина,,50.0,48,ж,студент,497000
14981,Зайцевa Венера,157.0,65.0,60,ж,преподаватель,484000
14982,Ситниковa Цветана,166.0,70.0,26,ж,автослесарь,206000
14983,Щукинa Иветта,177.0,78.0,89,ж,инженер,152000
14984,Кузьминa Полина,184.0,63.0,87,ж,продавец,193000
14985,Журавлёвa Рита,,47.0,71,ж,программист,216000
14986,Кулагинa Бронислава,164.0,61.0,73,ж,инженер,302000
14987,Блохинa Алекса,174.0,52.0,69,ж,сантехник,88000
14988,Виноградовa Магдалина,184.0,54.0,65,ж,инженер,401000
14989,Носовa Ия,169.0,73.0,18,ж,бухгалтер,37000
14990,Костинa Регина,177.0,67.0,65,ж,автослесарь,334000
14991,Овчинниковa София,180.0,46.0,19,ж,продавец,463000
14992,Русаковa Эвелина,168.0,54.0,29,ж,бухгалтер,141000
14993,Рожковa Агафия,177.0,48.0,38,ж,автослесарь,457000
14994,Соловьёвa Екатерина,173.0,73.0,80,ж,продавец,311000
14995,Соколовa Мирра,166.0,42.0,85,ж,сантехник,156000
14996,Шашковa Анфиса,163.0,76.0,19,ж,инженер,455000
14997,Власовa Наталья,161.0,62.0,73,ж,студент,144000
14998,Григорьевa Алеся,156.0,47.0,55,ж,врач,359000
14999,Авдеевa Милена,171.0,55.0,31,ж,программист,364000
15000,Кузнецовa Милада,163.0,51.0,37,ж,программист,391000
15001,Копыловa Милена,158.0,69.0,34,ж,преподаватель,394000
15002,Гурьевa Мария,164.0,60.0,30,ж,автослесарь,81000
15003,Мясниковa Роксана,160.0,79.0,70,ж,инженер,327000
15004,Поляковa Милица,,56.0,29,ж,сантехник,326000
15005,Ореховa Викторина,169.0,70.0,68,ж,бухгалтер,251000
15006,Силинa Регина,177.0,75.0,21,ж,продавец,142000
15007,Кулагинa Александрина,167.0,61.0,34,ж,инженер,270000
15008,Григорьевa Аксинья,163.0,42.0,81,ж,программист,477000
15009,Зиновьевa Луиза,172.0,65.0,39,ж,инженер,359000
15010,Третьяковa Марианна,175.0,51.0,26,ж,продавец,95000
15011,Колобовa Софья,163.0,62.0,80,ж,бухгалтер,310000
15012,Кулаковa Динара,181.0,58.0,56,ж,сантехник,264000
15013,Сергеевa Вероника,181.0,63.0,67,ж,сантехник,430000
15014,Казаковa Регина,179.0,53.0,23,ж,продавец,489000
15015,Красильниковa Агния,,74.0,81,ж,преподаватель,374000
15016,Ореховa Рената,169.0,46.0,78,ж,программист,325000
15017,Вороновa Юния,,76.0,70,ж,студент,397000
15018,Воробьёвa Полина,177.0,75.0,56,ж,программист,162000
15019,Гусевa Аделия,166.0,51.0,68,ж,врач,297000
15020,Некрасовa Юлиана,175.0,79.0,25,ж,сантехник,428000
15021,Ситниковa Ксения,,50.0,31,ж,продавец,304000
15022,Некрасовa Нонна,183.0,40.0,31,ж,преподаватель,110000
15023,Буровa Милада,155.0,71.0,82,ж,бухгалтер,486000
15024,Логиновa Анжелика,179.0,78.0,63,ж,программист,265000
15025,Цветковa Мила,161.0,52.0,85,ж,сантехник,46000
15026,Васильевa Нелли,170.0,55.0,44,ж,бухгалтер,273000
15027,Константиновa Лера,,71.0,36,ж,студент,167000
15028,Беляевa Пелагея,171.0,52.0,48,ж,автослесарь,300000
15029,Щукинa Викторина,177.0,58.0,22,ж,студент,49000
15030,Пановa Яна,170.0,72.0,27,ж,бухгалтер,420000
15031,Семёновa Дарья,163.0,41.0,86,ж,инженер,470000
15032,Барановa Наталия,177.0,40.0,67,ж,инженер,282000
15033,Гущинa Лилия,162.0,73.0,84,ж,сантехник,388000
15034,Селиверстовa Цветана,180.0,56.0,29,ж,автослесарь,100000
15035,Панфиловa Наталья,169.0,59.0,42,ж,инженер,33000
15036,Барановa Тамила,155.0,75.0,63,ж,студент,228000
15037,Русаковa Любовь,165.0,43.0,69,ж,врач,440000
15038,Прохоровa Мирослава,157.0,72.0,55,ж,преподаватель,182000
15039,Куликовa Владислава,183.0,54.0,33,ж,студент,185000
15040,Жуковa Амелия,173.0,75.0,85,ж,врач,449000
15041,Воробьёвa Стефания,156.0,43.0,68,ж,автослесарь,45000
15042,Терентьевa Аврора,161.0,69.0,31,ж,программист,116000
15043,Филипповa Каролина,163.0,65.0,70,ж,автослесарь,258000
15044,Королёвa Варвара,177.0,44.0,26,ж,инженер,143000
15045,Большаковa Ксения,157.0,41.0,28,ж,продавец,150000
15046,Вороновa Евдокия,166.0,75.0,42,ж,студент,218000
15047,Мельниковa Ефросинья,180.0,57.0,77,ж,преподаватель,64000
15048,Шараповa Марта,156.0,59.0,67,ж,студент,475000
15049,Фоминa Клара,176.0,66.0,64,ж,бухгалтер,216000
15050,Михеевa Каролина,170.0,43.0,48,ж,врач,295000
15051,Гуляевa Зоя,159.0,76.0,23,ж,программист,324000
15052,Титовa Устинья,161.0,49.0,29,ж,студент,61000
15053,Самойловa Анфиса,177.0,66.0,35,ж,бухгалтер,328000
15054,Роговa Лукерья,169.0,74.0,21,ж,бухгалтер,304000
15055,Петровa Лара,177.0,73.0,61,ж,преподаватель,212000
15056,Шиловa Зоя,157.0,55.0,68,ж,врач,150000
15057,Борисовa Нинель,160.0,60.0,19,ж,врач,184000
15058,Быковa Виктория,156.0,73.0,67,ж,автослесарь,430000
15059,Громовa Карина,164.0,62.0,32,ж,программист,82000
15060,Воробьёвa Дина,176.0,42.0,64,ж,врач,370000
15061,Козловa Олеся,155.0,79.0,87,ж,инженер,89000
15062,Козловa Кристина,161.0,44.0,88,ж,программист,382000
15063,Голубевa Стефания,,62.0,39,ж,преподаватель,182000
15064,Ивановa Мира,183.0,52.0,18,ж,программист,386000
15065,Федотовa Юлиана,164.0,53.0,33,ж,преподаватель,194000
15066,Исаковa Милена,170.0,55.0,24,ж,инженер,278000
15067,Бобылёвa Лера,161.0,59.0,35,ж,врач,363000
15068,Селезнёвa Злата,155.0,49.0,69,ж,врач,140000
15069,Антоновa Нина,158.0,46.0,82,ж,бухгалтер,293000
15070,Черновa Иоанна,158.0,41.0,88,ж,врач,39000
15071,Красильниковa Эмма,157.0,76.0,89,ж,автослесарь,106000
15072,Гавриловa Мария,183.0,76.0,86,ж,сантехник,39000
15073,Александровa Агафия,,44.0,21,ж,студент,231000
15074,Соловьёвa Эльвира,181.0,68.0,38,ж,бухгалтер,49000
15075,Захаровa Ангелина,170.0,62.0,31,ж,автослесарь,163000
15076,Князевa Маргарита,177.0,75.0,24,ж,студент,254000
15077,Николаевa Евдокия,177.0,56.0,73,ж,бухгалтер,447000
